"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              FLOW","            FLOW_G","            FLOW_L","            FLOW_N","     FDIFF_WATER_L","        FDIFF_O2_L","    FDIFF_Toluen_L"
"                  ","                  ","               (M)","               (M)","               (M)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)","          (MOLE/S)"
"TIME [sec]  0.10000000E+03"
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39248379302E-003,  0.00000000000E+000,  0.39248379302E-003,  0.00000000000E+000, -0.19233890576E-008, -0.10075957732E-014,  0.19233900652E-008
"               i 5","               i 4",  0.85000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39248470730E-003,  0.00000000000E+000,  0.39248470730E-003,  0.00000000000E+000, -0.19233890487E-008, -0.10075730604E-014,  0.19233900563E-008
"               j 5","               j 4",  0.95000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39248380301E-003,  0.00000000000E+000,  0.39248380301E-003,  0.00000000000E+000, -0.19233890881E-008, -0.10075846963E-014,  0.19233900957E-008
"               a 5","               b 5",  0.10000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.73935643865E-014,  0.00000000000E+000, -0.73935643865E-014,  0.00000000000E+000,  0.00000000000E+000,  0.69959929182E-025, -0.50344905355E-023
"               b 5","               c 5",  0.20000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.86640168234E-014,  0.00000000000E+000,  0.86640168234E-014,  0.00000000000E+000,  0.00000000000E+000, -0.94818162594E-025,  0.67180123593E-023
"               c 5","               d 5",  0.30000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.88440498661E-015,  0.00000000000E+000, -0.88440498661E-015,  0.00000000000E+000,  0.00000000000E+000, -0.68237081322E-025, -0.21382733361E-023
"               d 5","               e 5",  0.40000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.40197106321E-014,  0.00000000000E+000, -0.40197106321E-014,  0.00000000000E+000,  0.00000000000E+000,  0.17517670922E-024, -0.58186822010E-023
"               e 5","               f 5",  0.50000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.26398780843E-014,  0.00000000000E+000,  0.26398780843E-014,  0.00000000000E+000,  0.00000000000E+000, -0.20858765165E-025,  0.32855949515E-023
"               f 5","               g 5",  0.60000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.52056961908E-014,  0.00000000000E+000,  0.52056961908E-014,  0.00000000000E+000,  0.00000000000E+000, -0.90511042943E-025, -0.79030523073E-025
"               g 5","               h 5",  0.70000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.10060981704E-013,  0.00000000000E+000, -0.10060981704E-013,  0.00000000000E+000,  0.00000000000E+000,  0.26642611553E-025,  0.23064344516E-023
"               h 5","               i 5",  0.80000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.56530493610E-014,  0.00000000000E+000,  0.56530493610E-014,  0.00000000000E+000,  0.00000000000E+000, -0.18828265901E-025,  0.17241912288E-023
"               i 5","               j 5",  0.90000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.74947836300E-015,  0.00000000000E+000, -0.74947836300E-015,  0.00000000000E+000,  0.00000000000E+000,  0.74451639675E-025, -0.47168094783E-023
"TIME [sec]  0.62465270E+06"
"               a 1","               b 1",  0.10000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.50334972263E-012,  0.00000000000E+000,  0.38494459703E-012,  0.11840512560E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 1","               c 1",  0.20000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.50837597054E-012,  0.00000000000E+000,  0.38878849894E-012,  0.11958747159E-012,  0.17620108550E-021, -0.18493009598E-021,  0.75348724374E-026
"               c 1","               d 1",  0.30000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.21255033408E-012,  0.00000000000E+000,  0.16255120250E-012,  0.49999131577E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 1","               e 1",  0.40000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.88658730164E-012,  0.00000000000E+000, -0.67803154781E-012, -0.20855575382E-012, -0.23493478067E-021,  0.24657355466E-021, -0.11241436671E-025
"               e 1","               f 1",  0.50000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.55764747352E-012,  0.00000000000E+000, -0.42646965387E-012, -0.13117781965E-012,  0.23493478063E-021, -0.24657355462E-021,  0.11241436670E-025
"               f 1","               g 1",  0.60000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.65652589503E-012,  0.00000000000E+000, -0.50208847799E-012, -0.15443741704E-012, -0.11746739030E-021,  0.12328674929E-021, -0.38283082040E-026
"               g 1","               h 1",  0.70000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.32919594360E-012,  0.00000000000E+000, -0.25175776241E-012, -0.77438181190E-013, -0.11746739029E-021,  0.12328680529E-021, -0.74131284641E-026
"               h 1","               i 1",  0.80000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.16268848251E-011,  0.00000000000E+000,  0.12441856929E-011,  0.38269913220E-012,  0.58733695153E-022, -0.61643458667E-022,  0.37065642324E-026
"               i 1","               j 1",  0.90000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.51253866619E-012,  0.00000000000E+000, -0.39197198578E-012, -0.12056668041E-012,  0.58733695162E-022, -0.61643346651E-022,  0.37065642327E-026
"               a 2","               a 1",  0.50000000000E+002,  0.50000000000E+000, -0.10000000000E+003,  0.86499916632E-001,  0.00000000000E+000,  0.66152640429E-001,  0.20347276202E-001,  0.46795396722E-012, -0.46797696853E-012,  0.22990440570E-016
"               b 2","               b 1",  0.15000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916604E-001,  0.00000000000E+000,  0.66152640404E-001,  0.20347276201E-001,  0.46795399176E-012, -0.46797699429E-012,  0.22990442092E-016
"               c 2","               c 1",  0.25000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499917165E-001,  0.00000000000E+000,  0.66152640827E-001,  0.20347276338E-001,  0.46795408981E-012, -0.46797709719E-012,  0.22990446684E-016
"               d 2","               d 1",  0.35000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499917013E-001,  0.00000000000E+000,  0.66152640709E-001,  0.20347276304E-001,  0.46795406533E-012, -0.46797707149E-012,  0.22990445163E-016
"               e 2","               e 1",  0.45000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916971E-001,  0.00000000000E+000,  0.66152640686E-001,  0.20347276285E-001,  0.46795396722E-012, -0.46797696853E-012,  0.22990440569E-016
"               f 2","               f 1",  0.55000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916913E-001,  0.00000000000E+000,  0.66152640646E-001,  0.20347276266E-001,  0.46795406520E-012, -0.46797707137E-012,  0.22990445159E-016
"               g 2","               g 1",  0.65000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916760E-001,  0.00000000000E+000,  0.66152640536E-001,  0.20347276224E-001,  0.46795404066E-012, -0.46797704561E-012,  0.22990445132E-016
"               h 2","               h 1",  0.75000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499915971E-001,  0.00000000000E+000,  0.66152639936E-001,  0.20347276035E-001,  0.46795396717E-012, -0.46797696848E-012,  0.22990440569E-016
"               i 2","               i 1",  0.85000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916929E-001,  0.00000000000E+000,  0.66152640652E-001,  0.20347276276E-001,  0.46795399174E-012, -0.46797699426E-012,  0.22990442091E-016
"               j 2","               j 1",  0.95000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86499916359E-001,  0.00000000000E+000,  0.66152640222E-001,  0.20347276137E-001,  0.46795399175E-012, -0.46797699427E-012,  0.22990442092E-016
"               a 2","               b 2",  0.10000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.56487647685E-012,  0.00000000000E+000,  0.44425099221E-012,  0.12062548464E-012, -0.64031601933E-022,  0.67203638732E-022, -0.39082705615E-026
"               b 2","               c 2",  0.20000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.83454060783E-012,  0.00000000000E+000, -0.65633020362E-012, -0.17821040421E-012, -0.64031601930E-022,  0.67203638729E-022, -0.39082705613E-026
"               c 2","               d 2",  0.30000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.57480202708E-012,  0.00000000000E+000,  0.45205700950E-012,  0.12274501758E-012,  0.64031601930E-022, -0.67203638729E-022,  0.39082705613E-026
"               d 2","               e 2",  0.40000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.78081112723E-012,  0.00000000000E+000, -0.61407428390E-012, -0.16673684333E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               e 2","               f 2",  0.50000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.41434918581E-012,  0.00000000000E+000, -0.32586776842E-012, -0.88481417396E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 2","               g 2",  0.60000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.28638902696E-012,  0.00000000000E+000, -0.22523262097E-012, -0.61156405985E-013, -0.64031601920E-022,  0.67203638718E-022, -0.39082705607E-026
"               g 2","               h 2",  0.70000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.15572573360E-011,  0.00000000000E+000,  0.12247157477E-011,  0.33254158838E-012,  0.64031601927E-022, -0.67203638726E-022,  0.39082705611E-026
"               h 2","               i 2",  0.80000000000E+003,  0.50000000000E+000, -0.10250000000E+003, -0.67224481403E-012,  0.00000000000E+000, -0.52869155982E-012, -0.14355325421E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 2","               j 2",  0.90000000000E+003,  0.50000000000E+000, -0.10250000000E+003,  0.85168994541E-012,  0.00000000000E+000,  0.66981741817E-012,  0.18187252724E-012,  0.64031601927E-022, -0.67203638726E-022,  0.39082705611E-026
"               a 3","               a 2",  0.50000000000E+002,  0.50000000000E+000, -0.10500000000E+003,  0.18850956778E-001,  0.00000000000E+000,  0.14826521751E-001,  0.40244350273E-002,  0.14370743329E-014, -0.14371375193E-014,  0.69151295072E-019
"               b 3","               b 2",  0.15000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850957070E-001,  0.00000000000E+000,  0.14826521980E-001,  0.40244350907E-002,  0.14370486236E-014, -0.14371105363E-014,  0.69149725878E-019
"               c 3","               c 2",  0.25000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956877E-001,  0.00000000000E+000,  0.14826521829E-001,  0.40244350479E-002,  0.14370229141E-014, -0.14370835533E-014,  0.69148156682E-019
"               d 3","               d 2",  0.35000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850957030E-001,  0.00000000000E+000,  0.14826521948E-001,  0.40244350816E-002,  0.14370486235E-014, -0.14371105363E-014,  0.69149725876E-019
"               e 3","               e 2",  0.45000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956616E-001,  0.00000000000E+000,  0.14826521625E-001,  0.40244349919E-002,  0.14370229142E-014, -0.14370835533E-014,  0.69148156684E-019
"               f 3","               f 2",  0.55000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956468E-001,  0.00000000000E+000,  0.14826521509E-001,  0.40244349596E-002,  0.14370229141E-014, -0.14370835533E-014,  0.69148156682E-019
"               g 3","               g 2",  0.65000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956521E-001,  0.00000000000E+000,  0.14826521551E-001,  0.40244349703E-002,  0.14370229140E-014, -0.14370835532E-014,  0.69148156678E-019
"               h 3","               h 2",  0.75000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956972E-001,  0.00000000000E+000,  0.14826521903E-001,  0.40244350694E-002,  0.14370486236E-014, -0.14371105363E-014,  0.69149725881E-019
"               i 3","               i 2",  0.85000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956515E-001,  0.00000000000E+000,  0.14826521545E-001,  0.40244349707E-002,  0.14370486235E-014, -0.14371105362E-014,  0.69149725876E-019
"               j 3","               j 2",  0.95000000000E+003,  0.50000000000E+000, -0.10500000000E+003,  0.18850956929E-001,  0.00000000000E+000,  0.14826521869E-001,  0.40244350605E-002,  0.14370486236E-014, -0.14371105364E-014,  0.69149725881E-019
"               a 3","               b 3",  0.10000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.15704307048E-012,  0.00000000000E+000, -0.12416536122E-012, -0.32877709254E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 3","               c 3",  0.20000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.35604485687E-012,  0.00000000000E+000, -0.28150518282E-012, -0.74539674048E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               c 3","               d 3",  0.30000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.19657389765E-012,  0.00000000000E+000,  0.15542022284E-012,  0.41153674806E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 3","               e 3",  0.40000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.24020438740E-012,  0.00000000000E+000,  0.18991646329E-012,  0.50287924110E-013,  0.64516872259E-022, -0.67712887056E-022,  0.39377973867E-026
"               e 3","               f 3",  0.50000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.48270546720E-013,  0.00000000000E+000, -0.38164879556E-013, -0.10105667163E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               f 3","               g 3",  0.60000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.41616914261E-012,  0.00000000000E+000, -0.32904216509E-012, -0.87126977515E-013, -0.64516872259E-022,  0.67712887057E-022, -0.39377973867E-026
"               g 3","               h 3",  0.70000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.44209528908E-012,  0.00000000000E+000,  0.34954055023E-012,  0.92554738852E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               h 3","               i 3",  0.80000000000E+003,  0.50000000000E+000, -0.10750000000E+003,  0.45588451500E-012,  0.00000000000E+000,  0.36044293649E-012,  0.95441578505E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               i 3","               j 3",  0.90000000000E+003,  0.50000000000E+000, -0.10750000000E+003, -0.16988775003E-012,  0.00000000000E+000, -0.13432094638E-012, -0.35566803649E-013,  0.64516872266E-022, -0.67712887064E-022,  0.39377973871E-026
"               a 4","               a 3",  0.50000000000E+002,  0.50000000000E+000, -0.11000000000E+003,  0.32493699947E-002,  0.00000000000E+000,  0.25702480332E-002,  0.67912196142E-003, -0.98099541683E-008, -0.51395848807E-014,  0.98099593193E-008
"               b 4","               b 3",  0.15000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493694963E-002,  0.00000000000E+000,  0.25702476393E-002,  0.67912185705E-003, -0.98099542090E-008, -0.51396094705E-014,  0.98099593600E-008
"               c 4","               c 3",  0.25000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493688841E-002,  0.00000000000E+000,  0.25702471553E-002,  0.67912172877E-003, -0.98099541883E-008, -0.51395955172E-014,  0.98099593393E-008
"               d 4","               d 3",  0.35000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493695754E-002,  0.00000000000E+000,  0.25702477018E-002,  0.67912187356E-003, -0.98099541926E-008, -0.51395950184E-014,  0.98099593437E-008
"               e 4","               e 3",  0.45000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493706193E-002,  0.00000000000E+000,  0.25702485271E-002,  0.67912209216E-003, -0.98099541870E-008, -0.51396139454E-014,  0.98099593381E-008
"               f 4","               f 3",  0.55000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493696514E-002,  0.00000000000E+000,  0.25702477619E-002,  0.67912188953E-003, -0.98099541894E-008, -0.51396257860E-014,  0.98099593404E-008
"               g 4","               g 3",  0.65000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493697498E-002,  0.00000000000E+000,  0.25702478398E-002,  0.67912191001E-003, -0.98099541552E-008, -0.51396107396E-014,  0.98099593063E-008
"               h 4","               h 3",  0.75000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493702366E-002,  0.00000000000E+000,  0.25702482246E-002,  0.67912201205E-003, -0.98099541802E-008, -0.51395860845E-014,  0.98099593312E-008
"               i 4","               i 3",  0.85000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493692600E-002,  0.00000000000E+000,  0.25702474522E-002,  0.67912180772E-003, -0.98099541923E-008, -0.51396094684E-014,  0.98099593434E-008
"               j 4","               j 3",  0.95000000000E+003,  0.50000000000E+000, -0.11000000000E+003,  0.32493703284E-002,  0.00000000000E+000,  0.25702482970E-002,  0.67912203134E-003, -0.98099541499E-008, -0.51396245805E-014,  0.98099593010E-008
"               a 4","               b 4",  0.10000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.85977208802E-012,  0.00000000000E+000,  0.85977208802E-012,  0.00000000000E+000,  0.99948854942E-019,  0.61477210140E-022, -0.10003193293E-018
"               b 4","               c 4",  0.20000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.92715048648E-012,  0.00000000000E+000,  0.92715048648E-012,  0.00000000000E+000, -0.52684467446E-019, -0.34885828107E-022,  0.52720005490E-019
"               c 4","               d 4",  0.30000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.12095493784E-011,  0.00000000000E+000, -0.12095493784E-011,  0.00000000000E+000,  0.13324363169E-019, -0.12459114439E-023, -0.13329705444E-019
"               d 4","               e 4",  0.40000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.18711874915E-011,  0.00000000000E+000, -0.18711874915E-011,  0.00000000000E+000, -0.10323961774E-019, -0.20398869254E-022,  0.10385188227E-019
"               e 4","               f 4",  0.50000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.18729849603E-011,  0.00000000000E+000,  0.18729849603E-011,  0.00000000000E+000,  0.12259704607E-020,  0.29600842452E-022, -0.12715097639E-020
"               f 4","               g 4",  0.60000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.52377232027E-012,  0.00000000000E+000, -0.52377232027E-012,  0.00000000000E+000, -0.83107892293E-019,  0.30104265260E-022,  0.83069120922E-019
"               g 4","               h 4",  0.70000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.61131419049E-012,  0.00000000000E+000, -0.61131419049E-012,  0.00000000000E+000,  0.62814854921E-019, -0.61641448669E-022, -0.62750642269E-019
"               h 4","               i 4",  0.80000000000E+003,  0.50000000000E+000, -0.11250000000E+003,  0.22895774350E-011,  0.00000000000E+000,  0.22895774350E-011,  0.00000000000E+000,  0.24003211129E-019,  0.58460119310E-022, -0.24047745187E-019
"               i 4","               j 4",  0.90000000000E+003,  0.50000000000E+000, -0.11250000000E+003, -0.22443451528E-011,  0.00000000000E+000, -0.22443451528E-011,  0.00000000000E+000, -0.10017469161E-018, -0.29935596162E-022,  0.10019316115E-018
"               a 5","               a 4",  0.50000000000E+002,  0.50000000000E+000, -0.11500000000E+003,  0.39259810658E-003,  0.00000000000E+000,  0.39259810658E-003,  0.00000000000E+000, -0.19241385669E-008, -0.10079898204E-014,  0.19241395749E-008
"               b 5","               b 4",  0.15000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259845353E-003,  0.00000000000E+000,  0.39259845353E-003,  0.00000000000E+000, -0.19241385271E-008, -0.10079652588E-014,  0.19241395351E-008
"               c 5","               c 4",  0.25000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259882096E-003,  0.00000000000E+000,  0.39259882096E-003,  0.00000000000E+000, -0.19241385484E-008, -0.10079791754E-014,  0.19241395563E-008
"               d 5","               d 4",  0.35000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259833745E-003,  0.00000000000E+000,  0.39259833745E-003,  0.00000000000E+000, -0.19241385428E-008, -0.10079796457E-014,  0.19241395508E-008
"               e 5","               e 4",  0.45000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259759039E-003,  0.00000000000E+000,  0.39259759039E-003,  0.00000000000E+000, -0.19241385466E-008, -0.10079878746E-014,  0.19241395546E-008
"               f 5","               f 4",  0.55000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259833870E-003,  0.00000000000E+000,  0.39259833870E-003,  0.00000000000E+000, -0.19241385464E-008, -0.10079760266E-014,  0.19241395544E-008
"               g 5","               g 4",  0.65000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259812708E-003,  0.00000000000E+000,  0.39259812708E-003,  0.00000000000E+000, -0.19241385796E-008, -0.10079639493E-014,  0.19241395875E-008
"               h 5","               h 4",  0.75000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259788649E-003,  0.00000000000E+000,  0.39259788649E-003,  0.00000000000E+000, -0.19241385543E-008, -0.10079886153E-014,  0.19241395623E-008
"               i 5","               i 4",  0.85000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259880022E-003,  0.00000000000E+000,  0.39259880022E-003,  0.00000000000E+000, -0.19241385452E-008, -0.10079652249E-014,  0.19241395531E-008
"               j 5","               j 4",  0.95000000000E+003,  0.50000000000E+000, -0.11500000000E+003,  0.39259790261E-003,  0.00000000000E+000,  0.39259790261E-003,  0.00000000000E+000, -0.19241385848E-008, -0.10079772290E-014,  0.19241395928E-008
"               a 5","               b 5",  0.10000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.74092908704E-014,  0.00000000000E+000, -0.74092908704E-014,  0.00000000000E+000,  0.00000000000E+000,  0.70329111128E-025, -0.50191244932E-023
"               b 5","               c 5",  0.20000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.87809372255E-014,  0.00000000000E+000,  0.87809372255E-014,  0.00000000000E+000,  0.00000000000E+000, -0.93095315081E-025,  0.67350524791E-023
"               c 5","               d 5",  0.30000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.10501005760E-014,  0.00000000000E+000, -0.10501005760E-014,  0.00000000000E+000,  0.00000000000E+000, -0.69898399162E-025, -0.21604257099E-023
"               d 5","               e 5",  0.40000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.39529376125E-014,  0.00000000000E+000, -0.39529376125E-014,  0.00000000000E+000,  0.00000000000E+000,  0.17493058875E-024, -0.58527590698E-023
"               e 5","               f 5",  0.50000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.26339168206E-014,  0.00000000000E+000,  0.26339168206E-014,  0.00000000000E+000,  0.00000000000E+000, -0.20981825805E-025,  0.33197731271E-023
"               f 5","               g 5",  0.60000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.51673743332E-014,  0.00000000000E+000,  0.51673743332E-014,  0.00000000000E+000,  0.00000000000E+000, -0.90203391876E-025, -0.88296576581E-025
"               g 5","               h 5",  0.70000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.99969698116E-014,  0.00000000000E+000, -0.99969698116E-014,  0.00000000000E+000,  0.00000000000E+000,  0.26458020810E-025,  0.22951413102E-023
"               h 5","               i 5",  0.80000000000E+003,  0.50000000000E+000, -0.11750000000E+003,  0.57793085182E-014,  0.00000000000E+000,  0.57793085182E-014,  0.00000000000E+000,  0.00000000000E+000, -0.19074387095E-025,  0.17658151258E-023
"               i 5","               j 5",  0.90000000000E+003,  0.50000000000E+000, -0.11750000000E+003, -0.83190608334E-015,  0.00000000000E+000, -0.83190608334E-015,  0.00000000000E+000,  0.00000000000E+000,  0.76605199786E-025, -0.47573296645E-023
"TIME [sec]  0.62467494E+06"
"               a 1","               b 1",  0.10000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.50461445084E-012,  0.00000000000E+000,  0.38591138573E-012,  0.11870306511E-012,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               b 1","               c 1",  0.20000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.51119018051E-012,  0.00000000000E+000,  0.39094027249E-012,  0.12024990801E-012,  0.20556736553E-021, -0.18492958544E-021,  0.75348883498E-026
"               c 1","               d 1",  0.30000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.21250594463E-012,  0.00000000000E+000,  0.16251707303E-012,  0.49988871600E-013,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000
"               d 1","               e 1",  0.40000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.88513111654E-012,  0.00000000000E+000, -0.67691714958E-012, -0.20821396696E-012, -0.26430089853E-021,  0.24657281792E-021, -0.11241454588E-025
"               e 1","               f 1",  0.50000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.56467869333E-012,  0.00000000000E+000, -0.43184640606E-012, -0.13283228727E-012,  0.26430089848E-021, -0.24657281788E-021,  0.11241454587E-025
"               f 1","               g 1",  0.60000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.65522749698E-012,  0.00000000000E+000, -0.50109494671E-012, -0.15413255026E-012, -0.14683383247E-021,  0.12328640893E-021, -0.38283221114E-026
"               g 1","               h 1",  0.70000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.32339309016E-012,  0.00000000000E+000, -0.24731966232E-012, -0.76073427837E-013, -0.11746706597E-021,  0.12328640891E-021, -0.74131324740E-026
"               h 1","               i 1",  0.80000000000E+003,  0.50000000000E+000, -0.97500000000E+002,  0.16239313363E-011,  0.00000000000E+000,  0.12419255756E-011,  0.38200576068E-012,  0.58733532992E-022, -0.61643232472E-022,  0.37065662374E-026
"               i 1","               j 1",  0.90000000000E+003,  0.50000000000E+000, -0.97500000000E+002, -0.51110770855E-012,  0.00000000000E+000, -0.39087720087E-012, -0.12023050767E-012,  0.58733533002E-022, -0.61643176469E-022,  0.37065662377E-026
"               a 2","               a 1",  0.50000000000E+002,  0.50000000000E+000, -0.10000000000E+003,  0.86501859216E-001,  0.00000000000E+000,  0.66154051961E-001,  0.20347807255E-001,  0.46796959673E-012, -0.46799260065E-012,  0.22991255924E-016
"               b 2","               b 1",  0.15000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859187E-001,  0.00000000000E+000,  0.66154051934E-001,  0.20347807253E-001,  0.46796962128E-012, -0.46799262641E-012,  0.22991257446E-016
"               c 2","               c 1",  0.25000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859754E-001,  0.00000000000E+000,  0.66154052363E-001,  0.20347807391E-001,  0.46796973158E-012, -0.46799272931E-012,  0.22991262037E-016
"               d 2","               d 1",  0.35000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859600E-001,  0.00000000000E+000,  0.66154052242E-001,  0.20347807357E-001,  0.46796970709E-012, -0.46799270361E-012,  0.22991260516E-016
"               e 2","               e 1",  0.45000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859557E-001,  0.00000000000E+000,  0.66154052218E-001,  0.20347807338E-001,  0.46796959673E-012, -0.46799260065E-012,  0.22991255923E-016
"               f 2","               f 1",  0.55000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859496E-001,  0.00000000000E+000,  0.66154052177E-001,  0.20347807319E-001,  0.46796970697E-012, -0.46799270349E-012,  0.22991260512E-016
"               g 2","               g 1",  0.65000000000E+003,  0.50000000000E+000, -0.10000000000E+003,  0.86501859344E-001,  0.00000000000E+000,  0.66154052068E-001,  0.20347807277E-001,  0.46796967017E-012, -0.46799267773E-012,  0.22991260485E-016
